266786,0.12011719
266838,-0.32666016
266943,-0.39404296
267047,0.01171875
267152,-0.1640625
267256,-0.2319336
267362,-0.25878906
267465,-0.2319336
267571,-0.055664064
267674,-0.055664064
267779,-0.12353516
267884,-0.42138672
267988,-0.15039062
268092,-0.055664064
268197,-0.32666016
268301,-0.20458984
268405,-0.5024414
268510,-0.7729492
268614,-0.894531264
268720,-0.7729492
268822,-0.4345703
268927,0.052246092
269032,0.214843736
269137,0.37695312
269241,0.29589844
269346,-0.015136719
269449,-0.08300781
269553,0.20117188
269658,0.431152352
269763,-0.0014648438
269867,-0.3671875
269972,-0.3671875
270076,-0.25878906
270180,0.13378906
270284,0.2553711
270389,0.28222656
270493,0.390625
270597,0.4584961
270701,0.68847656
270806,-0.0014648438
270910,0.10644531
271015,-0.0014648438
271119,-0.17773438
271224,-0.08300781
271328,0.336425784
271432,0.2553711
271537,-0.06933594
271641,0.29589844
271746,0.350097668
271851,-0.028808594
272058,0.3232422
272164,-0.06933594
272267,0.40429688
272372,0.3232422
272476,0.052246092
272581,0.10644531
272685,0.01171875
272789,-0.13720703
272894,-0.096191408
272998,0.06591797
273103,0.55322268
273208,0.13378906
273312,-0.67822264
273417,0.01171875
273520,-0.096191408
273624,0.01171875
273729,0.0253906252
273833,0.12011719
273938,0.0390625
274042,-0.0014648438
274147,0.336425784
274251,0.37695312
274355,0.14697266
274461,-0.0014648438
274564,0.26904296
274669,0.68847656
274773,0.7426758
274878,0.5800781
274982,1.0805664
275086,1.2294922
60817,-0.28710938
60922,0.118652344
61027,0.7685547
61131,0.38964844
61235,0.25390624
61339,0.200195316
61444,-0.368164068
61652,0.9169922
61757,0.2133789
61861,-0.30078124
61965,-0.09765625
62070,0.064941408
62174,0.05126953
62279,-0.462890632
62383,-0.16552734
62488,-0.2602539
62592,-0.5576172
62696,-0.206054684
62801,-0.1381836
62905,-0.16552734
63114,0.1459961
63218,0.430175768
63322,0.28125
63427,0.51123048
63531,0.52490232
63636,0.023925782
63740,-0.246582032
63844,-0.1381836
63949,-0.4765625
64053,-0.35498048
64158,-0.15185547
64263,-0.15185547
64367,-0.57128908
64575,-0.490234368
64679,0.05126953
64784,-0.206054684
64889,0.078125
64993,0.45703124
65097,0.8222656
65202,0.95751952
65306,0.4165039
65411,0.40283204
65515,0.17285156
65619,-0.6118164
65724,-0.58496092
65828,-0.192382816
66036,-0.462890632
66141,0.10546875
66245,-1.0717774
66350,-1.1938476
66454,-0.21923828
66558,-0.6386719
66664,-1.4370117
66767,-1.2885742
66872,-1.3964844
66976,-0.9638672
67081,-0.4086914
67186,-0.462890632
67289,-0.59814452
67394,-0.21923828
67498,-0.58496092
67602,-0.855468736
67708,-1.89746092
67811,-1.815918
67916,-1.1396484
68021,-0.828125
68124,-1.03125
68230,-0.8959961
68333,-0.4086914
68438,-0.4765625
68542,-0.80126952
68647,-1.1259766
68855,-0.4086914
68960,-1.1123047
69064,-0.9501953
69168,-1.03125
69273,-0.9770508
69378,-1.0717774
69482,-1.3291016
69587,-1.3291016
69690,-0.9501953
69795,-0.57128908
69899,-0.70654296
70004,-0.93652344
70108,-0.6796875
70316,-0.8149414
70421,-0.44970704
70525,-0.6660156
70630,-1.6401367
70734,-1.4370117
70838,-1.0717774
70943,-1.2749024
71047,-1.234375
71152,-1.355957
71256,-1.03125
71361,-0.93652344
71465,-1.7080078
71569,-1.89746092
71779,-2.2895508
71883,-2.7089844
71987,-1.9243164
72091,-2.0458984
72195,-1.1396484
72300,-0.3413086
72404,-0.016601562
72509,-0.192382816
72613,-1.234375
72718,-1.762207
72823,-1.4780274
72927,-1.5048828
73032,-1.4912109
73240,-1.3291016
73344,-1.6401367
73448,-1.0991211
73553,-1.4780274
73657,-2.086914
73761,-2.2353516
73866,-1.7211914
73970,-0.9770508
74075,-1.2070312
74179,-1.6674805
74284,-2.1816406
74388,-2.2353516
74492,-1.8701172
74701,-1.6674805
74805,-1.9243164
74910,-1.3833008
